time,dt,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,bg_x,bg_y,bg_z,p00,p11,p22,p33,p44,p55,z_x,z_y,z_z,nis,S00,S11,S22,upd
1786181346.815673113,0.005805,-0.999799876,0.001868072,-0.014014411,-0.014153246,-0.191369,1.608853,1.619372,5.380182e-04,2.437071e-03,1.661853e-02,1.573658e-03,1.573342e-03,4.912893e-03,1.137601e-06,1.137601e-06,1.137601e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.819863081,0.004190,-0.999799700,0.001860627,-0.014016716,-0.014164399,-0.190494,1.609107,1.620662,5.380182e-04,2.437071e-03,1.661853e-02,1.573923e-03,1.573606e-03,4.913436e-03,1.137643e-06,1.137643e-06,1.137643e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.825673580,0.005810,-0.999799711,0.001878628,-0.014025654,-0.014152395,-0.192562,1.610158,1.619256,5.380182e-04,2.437071e-03,1.661853e-02,1.574293e-03,1.573976e-03,4.914184e-03,1.137701e-06,1.137701e-06,1.137701e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.829929590,0.004256,-0.999799643,0.001880194,-0.014025587,-0.014157055,-0.192734,1.610154,1.619787,5.380182e-04,2.437071e-03,1.661853e-02,1.574562e-03,1.574246e-03,4.914735e-03,1.137743e-06,1.137743e-06,1.137743e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.835821867,0.005892,-0.999799626,0.001888814,-0.014028527,-0.014154176,-0.193722,1.610504,1.619443,5.380182e-04,2.437071e-03,1.661853e-02,1.574936e-03,1.574620e-03,4.915497e-03,1.137802e-06,1.137802e-06,1.137802e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.839866400,0.004045,-0.999799714,0.001890392,-0.014026293,-0.014149993,-0.193913,1.610250,1.618961,5.380182e-04,2.437071e-03,1.661853e-02,1.575192e-03,1.574876e-03,4.916021e-03,1.137843e-06,1.137843e-06,1.137843e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.845682144,0.005816,-0.999799730,0.001905313,-0.014035283,-0.014137935,-0.195628,1.611302,1.617554,5.380182e-04,2.437071e-03,1.661853e-02,1.575562e-03,1.575247e-03,4.916770e-03,1.137901e-06,1.137901e-06,1.137901e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.849884748,0.004203,-0.999799667,0.001904747,-0.014039717,-0.014138021,-0.195556,1.611809,1.617564,5.380182e-04,2.437071e-03,1.661853e-02,1.575829e-03,1.575513e-03,4.917314e-03,1.137943e-06,1.137943e-06,1.137943e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.855782986,0.005898,-0.999799514,0.001891213,-0.014042994,-0.014147393,-0.193985,1.612165,1.618659,5.380182e-04,2.437071e-03,1.661853e-02,1.576204e-03,1.575885e-03,4.918079e-03,1.138002e-06,1.138002e-06,1.138002e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.859835863,0.004053,-0.999799374,0.001884041,-0.014045219,-0.014156022,-0.193145,1.612410,1.619660,5.380182e-04,2.437071e-03,1.661853e-02,1.576461e-03,1.576141e-03,4.918604e-03,1.138042e-06,1.138042e-06,1.138042e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
